Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
7/2/2022 2:33:47 PM,System.Runtime,IL Bytes Jitted (B),Metric,18501
7/2/2022 2:33:47 PM,System.Runtime,Number of Methods Jitted,Metric,140
7/2/2022 2:33:47 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:48 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:48 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:48 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:48 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:48 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:48 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:48 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:48 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:48 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:48 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:48 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,0
7/2/2022 2:33:48 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:48 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:48 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:48 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:48 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:48 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:48 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:48 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:48 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:48 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:48 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:48 PM,System.Runtime,IL Bytes Jitted (B),Metric,18501
7/2/2022 2:33:48 PM,System.Runtime,Number of Methods Jitted,Metric,140
7/2/2022 2:33:48 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:49 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:49 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:49 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:49 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:49 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:49 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:49 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:49 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:49 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:49 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:49 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,2168
7/2/2022 2:33:49 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:49 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:49 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:49 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:49 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:49 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:49 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:49 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:49 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:49 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:49 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:49 PM,System.Runtime,IL Bytes Jitted (B),Metric,18501
7/2/2022 2:33:49 PM,System.Runtime,Number of Methods Jitted,Metric,140
7/2/2022 2:33:49 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:50 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:50 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:50 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:50 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:50 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:50 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:50 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:50 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:50 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:50 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:50 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,16280
7/2/2022 2:33:50 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:50 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:50 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:50 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:50 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:50 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:50 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:50 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:50 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:50 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:50 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:50 PM,System.Runtime,IL Bytes Jitted (B),Metric,18845
7/2/2022 2:33:50 PM,System.Runtime,Number of Methods Jitted,Metric,144
7/2/2022 2:33:50 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,2.0139000000000067
7/2/2022 2:33:51 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:51 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:51 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:51 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:51 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:51 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:51 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:51 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:51 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:51 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:51 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,0
7/2/2022 2:33:51 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:51 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:51 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:51 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:51 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:51 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:51 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:51 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:51 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:51 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:51 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:51 PM,System.Runtime,IL Bytes Jitted (B),Metric,19692
7/2/2022 2:33:51 PM,System.Runtime,Number of Methods Jitted,Metric,150
7/2/2022 2:33:51 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,5.0035000000000025
7/2/2022 2:33:52 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:52 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:52 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:52 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:52 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:52 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:52 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:52 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:52 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:52 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:52 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,8168
7/2/2022 2:33:52 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:52 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:52 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:52 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:52 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:52 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:52 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:52 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:52 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:52 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:52 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:52 PM,System.Runtime,IL Bytes Jitted (B),Metric,19692
7/2/2022 2:33:52 PM,System.Runtime,Number of Methods Jitted,Metric,150
7/2/2022 2:33:52 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:53 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:53 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:53 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:53 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:53 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:53 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:53 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:53 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:53 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:53 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:53 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,8168
7/2/2022 2:33:53 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:53 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:53 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:53 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:53 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:53 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:53 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:53 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:53 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:53 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:53 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:53 PM,System.Runtime,IL Bytes Jitted (B),Metric,19692
7/2/2022 2:33:53 PM,System.Runtime,Number of Methods Jitted,Metric,150
7/2/2022 2:33:53 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:54 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:54 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:54 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:54 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:54 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:54 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:54 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:54 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:54 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:54 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:54 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,0
7/2/2022 2:33:54 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:54 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:54 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:54 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:54 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:54 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:54 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:54 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:54 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:54 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:54 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:54 PM,System.Runtime,IL Bytes Jitted (B),Metric,19692
7/2/2022 2:33:54 PM,System.Runtime,Number of Methods Jitted,Metric,150
7/2/2022 2:33:54 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:55 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:55 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:55 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:55 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:55 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:55 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:55 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:55 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:55 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:55 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:55 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,1240
7/2/2022 2:33:55 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:55 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:55 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:55 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:55 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:55 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:55 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:55 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:55 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:55 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:55 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:55 PM,System.Runtime,IL Bytes Jitted (B),Metric,19692
7/2/2022 2:33:55 PM,System.Runtime,Number of Methods Jitted,Metric,150
7/2/2022 2:33:55 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:56 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:56 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:56 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:56 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:56 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:56 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:56 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:56 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:56 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:56 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:56 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,8168
7/2/2022 2:33:56 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:56 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:56 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:56 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:56 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:56 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:56 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:56 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:56 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:56 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:56 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:56 PM,System.Runtime,IL Bytes Jitted (B),Metric,19692
7/2/2022 2:33:56 PM,System.Runtime,Number of Methods Jitted,Metric,150
7/2/2022 2:33:56 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:57 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:57 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:57 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:57 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:57 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:57 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:57 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:57 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:57 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:57 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:57 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,0
7/2/2022 2:33:57 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:57 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:57 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:57 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:57 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:57 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:57 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:57 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:57 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:57 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:57 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:57 PM,System.Runtime,IL Bytes Jitted (B),Metric,19692
7/2/2022 2:33:57 PM,System.Runtime,Number of Methods Jitted,Metric,150
7/2/2022 2:33:57 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:58 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:58 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:58 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:58 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:58 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:58 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:58 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:58 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:58 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:58 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:58 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,8168
7/2/2022 2:33:58 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:58 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:58 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:58 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:58 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:58 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:58 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:58 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:58 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:58 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:58 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:58 PM,System.Runtime,IL Bytes Jitted (B),Metric,19692
7/2/2022 2:33:58 PM,System.Runtime,Number of Methods Jitted,Metric,150
7/2/2022 2:33:58 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:59 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:59 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:59 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:59 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:59 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:59 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:59 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:59 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:59 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:59 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:59 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,8168
7/2/2022 2:33:59 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:59 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:59 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:59 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:59 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:59 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:59 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:59 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:59 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:59 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:59 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:59 PM,System.Runtime,IL Bytes Jitted (B),Metric,19692
7/2/2022 2:33:59 PM,System.Runtime,Number of Methods Jitted,Metric,150
7/2/2022 2:33:59 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:34:00 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:34:00 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:34:00 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:34:00 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:34:00 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:34:00 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:34:00 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:34:00 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:34:00 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:34:00 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:34:00 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,0
7/2/2022 2:34:00 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:34:00 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:34:00 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:34:00 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:34:00 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:34:00 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:34:00 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:34:00 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:34:00 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:34:00 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
