Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
7/2/2022 2:33:38 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:38 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:38 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:38 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:38 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:38 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:38 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:38 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:38 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:38 PM,System.Runtime,IL Bytes Jitted (B),Metric,17035
7/2/2022 2:33:38 PM,System.Runtime,Number of Methods Jitted,Metric,121
7/2/2022 2:33:38 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,49.283300000000004
7/2/2022 2:33:39 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:39 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:39 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:39 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:39 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:39 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:39 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:39 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:39 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:39 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:39 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,0
7/2/2022 2:33:39 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:39 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:39 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:39 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:39 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:39 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:39 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:39 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:39 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:39 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:39 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:39 PM,System.Runtime,IL Bytes Jitted (B),Metric,17035
7/2/2022 2:33:39 PM,System.Runtime,Number of Methods Jitted,Metric,121
7/2/2022 2:33:39 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:40 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:40 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:40 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:40 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:40 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:40 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:40 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:40 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:40 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:40 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:40 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,16232
7/2/2022 2:33:40 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:40 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:40 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:40 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:40 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:40 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:40 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:40 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:40 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:40 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:40 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:40 PM,System.Runtime,IL Bytes Jitted (B),Metric,18273
7/2/2022 2:33:40 PM,System.Runtime,Number of Methods Jitted,Metric,136
7/2/2022 2:33:40 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,5.630899999999997
7/2/2022 2:33:41 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:41 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:41 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:41 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:41 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:41 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:41 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:41 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:41 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:41 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:41 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,8104
7/2/2022 2:33:41 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:41 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:41 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:41 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:41 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:41 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:41 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:41 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:41 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:41 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:41 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:41 PM,System.Runtime,IL Bytes Jitted (B),Metric,18337
7/2/2022 2:33:41 PM,System.Runtime,Number of Methods Jitted,Metric,137
7/2/2022 2:33:41 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0.1460000000000008
7/2/2022 2:33:42 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:42 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:42 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:42 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:42 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:42 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:42 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:42 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:42 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:42 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:42 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,0
7/2/2022 2:33:42 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:42 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:42 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:42 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:42 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:42 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:42 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:42 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:42 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:42 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:42 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:42 PM,System.Runtime,IL Bytes Jitted (B),Metric,18337
7/2/2022 2:33:42 PM,System.Runtime,Number of Methods Jitted,Metric,137
7/2/2022 2:33:42 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:43 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:43 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:43 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:43 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:43 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:43 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:43 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:43 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:43 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:43 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:43 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,8168
7/2/2022 2:33:43 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:43 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:43 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:43 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:43 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:43 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:43 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:43 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:43 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:43 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:43 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:43 PM,System.Runtime,IL Bytes Jitted (B),Metric,18337
7/2/2022 2:33:43 PM,System.Runtime,Number of Methods Jitted,Metric,137
7/2/2022 2:33:43 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:44 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:44 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:44 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:44 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:44 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:44 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:44 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:44 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:44 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:44 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:44 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,8168
7/2/2022 2:33:44 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:44 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:44 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:44 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:44 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:44 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:44 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:44 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:44 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:44 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:44 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:44 PM,System.Runtime,IL Bytes Jitted (B),Metric,18337
7/2/2022 2:33:44 PM,System.Runtime,Number of Methods Jitted,Metric,137
7/2/2022 2:33:44 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:45 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:45 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:45 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:45 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:45 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:45 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:45 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:45 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:45 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:45 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:45 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,0
7/2/2022 2:33:45 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:45 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:45 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:45 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:45 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:45 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:45 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:45 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:45 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:45 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:45 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:45 PM,System.Runtime,IL Bytes Jitted (B),Metric,18501
7/2/2022 2:33:45 PM,System.Runtime,Number of Methods Jitted,Metric,140
7/2/2022 2:33:45 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,1.6098999999999961
7/2/2022 2:33:46 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:46 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:46 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:46 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:46 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:46 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:46 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:46 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:46 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:46 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:46 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,8168
7/2/2022 2:33:46 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:46 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:46 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:46 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:46 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:46 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:46 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:46 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:46 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:46 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:46 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
7/2/2022 2:33:46 PM,System.Runtime,IL Bytes Jitted (B),Metric,18501
7/2/2022 2:33:46 PM,System.Runtime,Number of Methods Jitted,Metric,140
7/2/2022 2:33:46 PM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
7/2/2022 2:33:47 PM,System.Runtime,CPU Usage (%),Metric,0
7/2/2022 2:33:47 PM,System.Runtime,Working Set (MB),Metric,20
7/2/2022 2:33:47 PM,System.Runtime,GC Heap Size (MB),Metric,0
7/2/2022 2:33:47 PM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:47 PM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:47 PM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
7/2/2022 2:33:47 PM,System.Runtime,ThreadPool Thread Count,Metric,0
7/2/2022 2:33:47 PM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
7/2/2022 2:33:47 PM,System.Runtime,ThreadPool Queue Length,Metric,0
7/2/2022 2:33:47 PM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
7/2/2022 2:33:47 PM,System.Runtime,Allocation Rate (B / 1 sec),Rate,8168
7/2/2022 2:33:47 PM,System.Runtime,Number of Active Timers,Metric,0
7/2/2022 2:33:47 PM,System.Runtime,GC Fragmentation (%),Metric,0
7/2/2022 2:33:47 PM,System.Runtime,GC Committed Bytes (MB),Metric,0
7/2/2022 2:33:47 PM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
7/2/2022 2:33:47 PM,System.Runtime,% Time in GC since last GC (%),Metric,0
7/2/2022 2:33:47 PM,System.Runtime,Gen 0 Size (B),Metric,0
7/2/2022 2:33:47 PM,System.Runtime,Gen 1 Size (B),Metric,0
7/2/2022 2:33:47 PM,System.Runtime,Gen 2 Size (B),Metric,0
7/2/2022 2:33:47 PM,System.Runtime,LOH Size (B),Metric,0
7/2/2022 2:33:47 PM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
7/2/2022 2:33:47 PM,System.Runtime,Number of Assemblies Loaded,Metric,6
